000000 +1 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000
000001 +1 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 -1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000
000002 +1 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000
000003 +1 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000004 +1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000
000005 -1 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000
000006 +1 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 -0.000000000000000000 -1.000000000000000000 +0.000000000000000000 +0.000000000000000000
000007 +1 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000008 +1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 -0.500000000000000000
000009 -1 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 -1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000
000010 +1 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000011 +1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 +0.500000000000000000 -0.500000000000000000
000012 -1 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000
000013 +1 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000
000014 +1 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 +0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000
000015 -1 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000016 +1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 -0.500000000000000000 +0.500000000000000000
000017 +1 +0.000000000000000000 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524
000018 +1 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 -0.500000000000000000 -0.500000000000000000
000019 -1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000
000020 -1 +0.000000000000000000 -1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000
000021 -1 +0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000022 +1 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000023 +1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 +0.500000000000000000
000024 -1 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 -1.000000000000000000 +0.000000000000000000 +0.000000000000000000
000025 +1 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 -1.000000000000000000 +0.000000000000000000 +0.000000000000000000
000026 +1 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 -0.707106781186547524 +0.000000000000000000
000027 -1 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000028 +1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000
000029 +1 +0.000000000000000000 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524
000030 +1 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000
000031 -1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 -0.500000000000000000
000032 -1 +0.000000000000000000 -1.000000000000000000 +0.000000000000000000 +0.000000000000000000 -1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000
000033 -1 +0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000034 +1 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 -1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000
000035 +1 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 -0.707106781186547524 +0.000000000000000000 -0.707106781186547524
000036 -1 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000037 +1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000
000038 +1 +0.000000000000000000 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 +0.707106781186547524 +0.000000000000000000
000039 +1 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 +0.500000000000000000
000040 -1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 +0.500000000000000000 -0.500000000000000000
000041 -1 +0.000000000000000000 -1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000
000042 -1 +0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000043 +1 -0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000044 +1 -0.500000000000000000 +0.500000000000000000 -0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 +0.500000000000000000 -0.500000000000000000
000045 -1 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000
000046 +1 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 +0.707106781186547524 -0.000000000000000000 -0.707106781186547524 +0.000000000000000000 +0.707106781186547524
000047 +1 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000
000048 +1 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 -0.707106781186547524 -0.707106781186547524 +0.000000000000000000
000049 -1 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 +0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000
000050 +1 +0.000000000000000000 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 -0.707106781186547524 +0.000000000000000000
000051 +1 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000
000052 -1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 -0.500000000000000000 +0.500000000000000000
000053 +1 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 -0.500000000000000000 -0.500000000000000000 +0.500000000000000000
000054 +1 -0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 -0.707106781186547524
000055 -1 +0.000000000000000000 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524
000056 +1 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 +0.500000000000000000 -0.500000000000000000
000057 +1 -0.707106781186547524 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 +0.000000000000000000 -0.707106781186547524
000058 -1 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 -0.500000000000000000 -0.500000000000000000
000059 -1 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 +0.500000000000000000 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000
000060 -1 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000
000061 -1 -0.500000000000000000 +0.500000000000000000 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000 -0.500000000000000000
000062 -1 -0.707106781186547524 +0.000000000000000000 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 +0.000000000000000000 -0.707106781186547524
000063 +1 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +1.000000000000000000 +0.000000000000000000 +0.000000000000000000 +0.000000000000000000
000064 +1 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 +0.707106781186547524 +0.000000000000000000 +0.707106781186547524
000065 -1 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000066 +1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 +0.500000000000000000 -0.500000000000000000 -0.500000000000000000
000067 +1 +0.000000000000000000 +0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524 -0.707106781186547524 +0.000000000000000000
000068 +1 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000
000069 -1 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 +0.500000000000000000 -0.500000000000000000 +0.500000000000000000
000070 -1 +0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000 -0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000
000071 +1 -0.707106781186547524 +0.707106781186547524 +0.000000000000000000 +0.000000000000000000 +0.707106781186547524 -0.707106781186547524 +0.000000000000000000 +0.000000000000000000
